User_ID,Session_ID,Timestamp,Page_URL,Time_Spent_seconds,Clicks,Browser_Type,Device_Type,Article_Category,Article_Name,Interacted_Elements,Video_Views,Geo_Location
U002,613a5099-8fd3-45a8-b451-9e8dafa100e7,2024-11-25 14:15:05,https://crossdevblog.com/article/74,16,242,Safari,Tablet,Negocios,La economÃ­a de trabajos temporales: Pros y contras,2,images,"Colombia, Bogota"
U003,3430cc06-cf4f-4440-97c9-c83ef87de0fa,2024-09-17 11:06:04,https://crossdevblog.com/article/80,15,66,Firefox,Tablet,Ciencia,Descubrimientos en el campo de la paleontologÃ­a,5,buttons,"UK, London"
U005,14a73a65-daf4-4814-8310-537a1505a619,2024-08-18 05:32:31,https://crossdevblog.com/article/85,1,520,Firefox,Desktop,Negocios,DesafÃ­os de la cadena de suministro global,1,videos,"UK, London"
U005,661c4453-9d9d-41e0-805f-d5167043050b,2024-05-13 08:31:48,https://crossdevblog.com/article/79,4,11,Safari,Tablet,Entretenimiento,Las 10 mejores pelÃ­culas para ver en 2024,1,images,"Colombia, Bogota"
U003,f748ccd3-c67e-402d-85d3-000d2d8632fd,2024-02-08 18:53:51,https://crossdevblog.com/article/77,3,573,Edge,Tablet,Ciencia,Descubrimientos en el campo de la paleontologÃ­a,3,buttons,"Colombia, Bogota"
U003,cd1eafb7-2807-4ced-83c4-963fc2b718cd,2024-04-30 14:41:46,https://crossdevblog.com/article/17,3,456,Safari,Mobile,Tecnologia,Amenazas de ciberseguridad en 2024,4,videos,"Colombia, Bogota"
U002,9ceedc7e-b81c-46de-b14b-28e4b0847f49,2024-12-21 02:42:31,https://crossdevblog.com/article/53,15,586,Chrome,Tablet,Salud,CÃ³mo mantenerse saludable mientras viajas,0,buttons,"Germany, Berlin"
U005,a657c770-7156-4934-bad3-5a91c51329ec,2024-06-10 16:57:31,https://crossdevblog.com/article/69,20,58,Edge,Mobile,Tecnologia,Startups tecnolÃ³gicas a seguir en 2024,2,forms,"Australia, Sydney"
U003,0912ccf2-1c30-478d-b4d0-37e0149ac030,2024-10-18 06:05:45,https://crossdevblog.com/article/38,19,99,Firefox,Desktop,Salud,Enfoques holÃ­sticos en la atenciÃ³n mÃ©dica,1,forms,"Canada, Toronto"
U003,7357f0bf-3adb-4f7d-a84f-16da25b3a5a0,2024-08-29 20:40:44,https://crossdevblog.com/article/88,4,502,Firefox,Desktop,Deportes,El legado de los entrenadores deportivos famosos,2,buttons,"Colombia, Bogota"
U002,d54b9a25-6fb5-4a08-b846-05f5c06e0ce3,2024-08-12 07:46:15,https://crossdevblog.com/article/58,20,471,Chrome,Mobile,Politica,Descifrando las nuevas leyes fiscales,0,forms,"Australia, Sydney"
U002,afdad47c-38e7-42da-b28e-9f067031b424,2024-09-13 16:07:26,https://crossdevblog.com/article/75,12,63,Safari,Mobile,Salud,TÃ©cnicas de mindfulness para reducir el estrÃ©s,5,multimedia,"UK, London"
U001,97b507b6-56ea-4f7c-b73d-cdc30ce65cbc,2024-09-02 12:51:59,https://crossdevblog.com/article/99,1,227,Edge,Desktop,Entretenimiento,Las 10 mejores pelÃ­culas para ver en 2024,0,images,"USA, New York"
U002,5c4eb8d3-6eab-4921-a42c-b86fcde82252,2024-09-12 11:54:04,https://crossdevblog.com/article/66,2,100,Firefox,Tablet,Entretenimiento,Guerra de streaming: Netflix vs. competidores,5,images,"Germany, Berlin"
U003,d720b685-1edb-4668-8e59-52897f412a52,2024-08-18 18:53:33,https://crossdevblog.com/article/87,20,396,Chrome,Desktop,Deportes,El negocio de los patrocinios deportivos,2,videos,"Colombia, Bogota"
U004,ae7bdc45-7b7b-4136-a841-785cd363b03d,2024-09-03 01:08:08,https://crossdevblog.com/article/67,17,148,Edge,Tablet,Entretenimiento,El futuro de la realidad virtual en el entretenimiento,0,links,"Germany, Berlin"
U004,191bdeba-9ed0-42fb-bc35-58cf32f9019b,2024-04-25 05:05:06,https://crossdevblog.com/article/39,9,306,Edge,Tablet,Negocios,TransformaciÃ³n digital en industrias tradicionales,1,links,"UK, London"
U004,6b1f4811-50f9-4a08-96a5-e2121cc29091,2024-05-19 06:39:21,https://crossdevblog.com/article/93,13,280,Firefox,Desktop,Entretenimiento,El auge del cine internacional,5,images,"Australia, Sydney"
U005,33fe3638-1b1f-4f39-8d16-c7db89abb8ab,2024-10-07 02:39:09,https://crossdevblog.com/article/94,1,135,Edge,Tablet,Entretenimiento,Predicciones de la temporada de premios 2024,4,forms,"Australia, Sydney"
U002,221690b3-8334-47ac-b4c5-27c6bf927493,2024-05-19 12:28:55,https://crossdevblog.com/article/41,9,31,Firefox,Mobile,Negocios,CÃ³mo la IA estÃ¡ transformando el mundo empresarial,2,images,"Canada, Toronto"
U002,31528081-dec2-4b13-bbf8-d8cb856e6053,2024-11-18 02:21:51,https://crossdevblog.com/article/53,15,463,Edge,Mobile,Negocios,CÃ³mo construir una marca fuerte,4,forms,"Canada, Toronto"
U002,a6dcb8da-f7da-4f4d-bac5-246a6c115c09,2024-08-19 09:02:39,https://crossdevblog.com/article/58,17,455,Safari,Desktop,Tecnologia,IA: Dando forma al futuro,4,buttons,"Colombia, Bogota"
U003,11f6faff-5a7b-4e7a-a6be-59f37d8ad737,2024-04-23 11:10:38,https://crossdevblog.com/article/100,8,251,Safari,Tablet,Salud,TÃ©cnicas de mindfulness para reducir el estrÃ©s,0,images,"USA, New York"
U004,67593fad-fd29-4e4b-8fac-d2283139f04c,2024-08-12 04:23:38,https://crossdevblog.com/article/92,4,166,Firefox,Desktop,Tecnologia,El auge de la computaciÃ³n cuÃ¡ntica,4,multimedia,"Germany, Berlin"
U001,347d7f2f-3b01-43c8-b079-b19839d8b6b9,2024-07-27 02:26:07,https://crossdevblog.com/article/10,19,438,Safari,Mobile,Entretenimiento,Dentro del mundo de la mÃºsica indie,1,multimedia,"Canada, Toronto"
U005,ba9c932b-3b38-4fef-a4ed-6c739bce9178,2024-06-24 15:11:53,https://crossdevblog.com/article/66,7,125,Safari,Desktop,Tecnologia,Startups tecnolÃ³gicas a seguir en 2024,4,links,"Colombia, Bogota"
U004,c165f684-50b4-4998-affa-44ca3613c21d,2024-02-22 21:24:54,https://crossdevblog.com/article/39,15,23,Chrome,Mobile,Politica,El futuro de las campaÃ±as polÃ­ticas,2,images,"Germany, Berlin"
U003,4ac64707-8499-4151-aa48-e1cac3246bce,2024-07-09 11:59:43,https://crossdevblog.com/article/61,8,212,Chrome,Desktop,Politica,Descifrando las nuevas leyes fiscales,5,images,"Colombia, Bogota"
U003,9608c4b7-8b78-493d-9bd7-179246ababcc,2024-05-24 23:10:10,https://crossdevblog.com/article/75,16,339,Firefox,Mobile,Salud,Enfoques holÃ­sticos en la atenciÃ³n mÃ©dica,5,buttons,"Colombia, Bogota"
U004,a63ff15d-5844-47ad-9f4c-f5c7a6f856d2,2024-12-10 09:12:01,https://crossdevblog.com/article/13,14,469,Firefox,Mobile,Entretenimiento,Reboots y remakes: La nueva tendencia de Hollywood,5,images,"Canada, Toronto"
U003,1cc7b31f-0703-45a6-82b3-83a9985b70b4,2024-01-18 07:32:54,https://crossdevblog.com/article/14,18,37,Firefox,Desktop,Deportes,CÃ³mo la tecnologÃ­a estÃ¡ cambiando el entrenamiento deportivo,1,images,"Canada, Toronto"
U002,dbe9f629-dd28-4033-a64d-335462e41a26,2024-02-28 08:07:51,https://crossdevblog.com/article/61,2,198,Chrome,Tablet,Salud,CÃ³mo mantenerse saludable mientras viajas,3,buttons,"Australia, Sydney"
U002,959bb441-4dc0-4f7c-86e5-539e959011f4,2024-01-15 06:47:36,https://crossdevblog.com/article/43,4,129,Edge,Tablet,Deportes,La evoluciÃ³n de los deportes electrÃ³nicos,3,images,"Germany, Berlin"
U002,639e4879-e436-47a6-bf41-8189333970f4,2024-09-25 10:16:30,https://crossdevblog.com/article/39,11,435,Chrome,Tablet,Tecnologia,CÃ³mo la impresiÃ³n 3D estÃ¡ revolucionando la fabricaciÃ³n,1,videos,"Australia, Sydney"
U004,bb64886e-bdf6-4ad9-a5a4-00ee0f8c26cb,2024-11-14 05:28:44,https://crossdevblog.com/article/16,4,232,Edge,Mobile,Tecnologia,La evoluciÃ³n de los smartphones,0,images,"USA, New York"
U003,821e410f-fe3c-420c-8145-165cce67891f,2024-05-27 19:28:19,https://crossdevblog.com/article/16,12,440,Edge,Tablet,Salud,Comprendiendo la importancia de la hidrataciÃ³n,5,multimedia,"Canada, Toronto"
U005,2e78fd2d-4896-429f-88b0-ba7c59ebb797,2024-01-29 06:58:47,https://crossdevblog.com/article/34,18,542,Safari,Desktop,Negocios,Navegando las regulaciones comerciales internacionales,3,forms,"UK, London"
U002,7ecc6887-632b-43af-947c-0055cfdf47c1,2024-06-03 06:32:42,https://crossdevblog.com/article/86,8,330,Chrome,Mobile,Deportes,CÃ³mo los deportes impactan la salud mental,2,buttons,"UK, London"
U003,cc589d19-4780-4c2e-acd5-00dbec96cdbb,2024-09-15 05:35:42,https://crossdevblog.com/article/46,9,472,Firefox,Mobile,Tecnologia,CÃ³mo la impresiÃ³n 3D estÃ¡ revolucionando la fabricaciÃ³n,4,multimedia,"Australia, Sydney"
U003,4038d50e-d138-4460-ac47-e7bfa0bdb216,2024-11-12 11:27:05,https://crossdevblog.com/article/13,1,22,Firefox,Mobile,Ciencia,Cambio climÃ¡tico: CÃ³mo estÃ¡ afectando a la vida silvestre,0,images,"USA, New York"
U005,38a6e337-7baa-42b4-857e-d1c2466916cc,2024-08-08 15:27:44,https://crossdevblog.com/article/33,13,523,Edge,Desktop,Ciencia,La importancia de la biodiversidad,2,videos,"Colombia, Bogota"
U003,212fa646-edd2-46d4-9281-f67afa83ad09,2024-07-31 20:30:57,https://crossdevblog.com/article/13,12,76,Chrome,Tablet,Ciencia,CÃ³mo el cambio climÃ¡tico estÃ¡ remodelando el planeta,1,images,"Australia, Sydney"
U005,7c58afae-428c-4891-929c-85524369df06,2024-12-05 04:22:37,https://crossdevblog.com/article/2,5,177,Chrome,Tablet,Politica,Descifrando las nuevas leyes fiscales,2,multimedia,"Colombia, Bogota"
U001,984b40dc-8673-469a-8c79-81cec50617a2,2024-12-29 10:12:03,https://crossdevblog.com/article/73,8,514,Chrome,Desktop,Salud,Remedios naturales para dolencias comunes,4,buttons,"Colombia, Bogota"
U004,a06b0772-ba69-495b-8290-90d32f48733e,2024-03-05 21:13:00,https://crossdevblog.com/article/37,8,179,Chrome,Tablet,Tecnologia,TecnologÃ­a usable: La prÃ³xima gran cosa,3,multimedia,"Colombia, Bogota"
U002,089a764e-9507-441e-ad5e-cee576bb9c28,2024-08-29 12:50:23,https://crossdevblog.com/article/1,3,31,Safari,Tablet,Salud,Los beneficios de una dieta basada en plantas,2,multimedia,"Australia, Sydney"
U002,3d5ad8ed-8bba-400f-bbb4-46499d361b08,2024-12-07 21:19:43,https://crossdevblog.com/article/72,8,50,Firefox,Tablet,Ciencia,CÃ³mo el cambio climÃ¡tico estÃ¡ remodelando el planeta,0,multimedia,"Germany, Berlin"
U005,2c2835aa-6500-4ae0-af55-f32b995bda67,2024-01-30 20:45:13,https://crossdevblog.com/article/77,13,43,Edge,Desktop,Ciencia,La bÃºsqueda de vida extraterrestre,4,forms,"Germany, Berlin"
U003,0252e999-63f6-4b08-b9b6-fd1c402e0ce3,2024-01-03 01:15:53,https://crossdevblog.com/article/19,17,100,Chrome,Desktop,Politica,El impacto de las polÃ­ticas comerciales globales,2,multimedia,"Canada, Toronto"
U003,dbfbab3d-71cd-489a-83ab-7c7aca8e13dd,2024-03-28 19:52:02,https://crossdevblog.com/article/17,20,591,Firefox,Desktop,Entretenimiento,CÃ³mo han cambiado los programas de televisiÃ³n en la Ãºltima dÃ©cada,3,images,"USA, New York"
U005,e96424a6-96b9-4953-9906-ecb36cfbb9e7,2024-05-26 09:45:28,https://crossdevblog.com/article/80,15,38,Firefox,Desktop,Tecnologia,Avances en tecnologÃ­a verde,3,buttons,"Australia, Sydney"
U003,e3179b3e-1441-46af-9383-f620f9da144d,2024-11-14 04:36:34,https://crossdevblog.com/article/48,9,213,Edge,Desktop,Entretenimiento,Predicciones de la temporada de premios 2024,3,links,"Australia, Sydney"
U004,c784ed1b-8ad5-4ece-b07a-7e8e4651d1da,2024-04-13 20:09:34,https://crossdevblog.com/article/50,2,590,Edge,Tablet,Negocios,CÃ³mo fomentar la innovaciÃ³n en el lugar de trabajo,3,videos,"Canada, Toronto"
U003,5046b47d-ca49-4637-9774-8444702c56fa,2024-02-03 16:15:12,https://crossdevblog.com/article/10,9,575,Safari,Mobile,Ciencia,Explorando el ocÃ©ano profundo: Nuevos descubrimientos,3,multimedia,"USA, New York"
