User_ID,Session_ID,Timestamp,Page_URL,Time_Spent_seconds,Clicks,Browser_Type,Device_Type,Article_Category,Article_Name,Interacted_Elements,Video_Views,Geo_Location
U003,118f270b-2cb9-470e-a06d-69973e4c623f,2024-01-24 03:26:32,https://crossdevblog.com/article/79,20,437,Safari,Mobile,Deportes,Dentro del mundo de la nataciÃ³n competitiva,0,videos,"UK, London"
U001,f1dd4e36-481a-4b80-abc7-367cd5bd5ce3,2024-08-31 17:49:32,https://crossdevblog.com/article/78,19,324,Edge,Mobile,Politica,PolÃ­tica climÃ¡tica en acciÃ³n,5,images,"USA, New York"
U003,3d83ac3f-8c8c-4ff7-87b8-7fee258a0d87,2024-05-04 07:51:45,https://crossdevblog.com/article/72,19,558,Edge,Tablet,Deportes,El negocio de los patrocinios deportivos,2,videos,"Canada, Toronto"
U004,97a651e3-c87b-4379-a965-2802c7f16f49,2024-02-25 07:53:11,https://crossdevblog.com/article/88,6,229,Firefox,Desktop,Entretenimiento,Las 10 mejores pelÃ­culas para ver en 2024,0,buttons,"UK, London"
U004,99c2a829-d5ed-43b6-9a6e-c004533d8b13,2024-12-19 02:17:34,https://crossdevblog.com/article/60,17,449,Edge,Tablet,Entretenimiento,CÃ³mo han cambiado los programas de televisiÃ³n en la Ãºltima dÃ©cada,4,forms,"Australia, Sydney"
U002,ac3cac31-f4f1-4ae4-85c3-698e1e3a080e,2024-09-18 14:09:45,https://crossdevblog.com/article/12,9,317,Chrome,Tablet,Tecnologia,Amenazas de ciberseguridad en 2024,4,buttons,"Australia, Sydney"
U001,6de0d102-605c-492c-87b2-37edd7bafeee,2024-03-31 23:15:00,https://crossdevblog.com/article/52,20,148,Safari,Tablet,Deportes,El negocio de los patrocinios deportivos,4,forms,"UK, London"
U004,ccefa80c-4ee0-43db-8d1f-ea8c0a6cef34,2024-12-19 12:43:54,https://crossdevblog.com/article/5,6,20,Edge,Mobile,Salud,La ciencia de la longevidad,5,links,"Australia, Sydney"
U001,5f8c850f-b917-4c66-b902-489bc45c9f15,2024-06-04 19:58:29,https://crossdevblog.com/article/64,11,38,Safari,Mobile,Ciencia,El papel de la fÃ­sica en la tecnologÃ­a moderna,0,multimedia,"USA, New York"
U003,b27d3baa-9a50-45dc-8a4c-be287ac4c73f,2024-01-06 01:58:03,https://crossdevblog.com/article/41,13,495,Safari,Mobile,Deportes,Estrellas emergentes en el fÃºtbol,3,images,"UK, London"
U003,2f5da262-b997-4022-9f2b-4d38488a1091,2024-05-04 15:26:48,https://crossdevblog.com/article/69,4,528,Edge,Mobile,Negocios,El papel de las mujeres en el liderazgo empresarial,4,images,"Canada, Toronto"
U001,1018cbf0-bec8-4d1c-b5a4-60db7af5b7df,2024-08-03 15:50:43,https://crossdevblog.com/article/44,11,317,Chrome,Desktop,Deportes,CÃ³mo la tecnologÃ­a estÃ¡ cambiando el entrenamiento deportivo,2,images,"Australia, Sydney"
U002,359a83cf-0e5d-4b7c-be73-01e0f32efa10,2024-03-29 08:42:43,https://crossdevblog.com/article/5,11,38,Chrome,Desktop,Politica,Tensiones geopolÃ­ticas en el Medio Oriente,5,multimedia,"Colombia, Bogota"
U002,d88e52af-bb7c-4f4f-8721-112d853926bb,2024-02-19 13:43:10,https://crossdevblog.com/article/66,6,18,Firefox,Desktop,Tecnologia,Redes 5G: Lo que necesitas saber,2,buttons,"Colombia, Bogota"
U002,fcfacff0-517c-4bb8-969c-c9644e64dfc6,2024-08-25 07:31:24,https://crossdevblog.com/article/50,13,82,Firefox,Mobile,Salud,La importancia de la atenciÃ³n preventiva,2,videos,"Germany, Berlin"
U001,b2896c59-3111-4476-8511-d14ef6dc291d,2024-08-28 14:10:19,https://crossdevblog.com/article/89,8,233,Safari,Mobile,Ciencia,Los Ãºltimos avances en la exploraciÃ³n espacial,0,forms,"UK, London"
U005,afe0256a-9e80-4e97-9f4a-6e73e27895d3,2024-06-02 00:00:07,https://crossdevblog.com/article/9,8,466,Firefox,Mobile,Politica,El impacto de las polÃ­ticas comerciales globales,5,forms,"UK, London"
U005,c0d04ce5-0ed8-4005-8657-c20cb45dca12,2024-08-15 17:24:51,https://crossdevblog.com/article/9,13,556,Firefox,Tablet,Tecnologia,Hogares inteligentes: Â¿Conveniencia o riesgo de seguridad?,4,multimedia,"USA, New York"
U005,17219935-0476-493e-9996-dce8fcff8181,2024-08-02 08:27:56,https://crossdevblog.com/article/93,19,268,Edge,Desktop,Entretenimiento,Las estrellas mÃ¡s grandes de Hollywood en 2024,4,links,"Colombia, Bogota"
U003,a05effac-5c07-45dd-af68-c48ab52214fc,2024-06-30 11:21:25,https://crossdevblog.com/article/38,1,22,Edge,Mobile,Tecnologia,La evoluciÃ³n de los smartphones,0,videos,"Colombia, Bogota"
U003,af4d8994-722d-434b-8739-ff9bbaec9271,2024-02-29 05:44:42,https://crossdevblog.com/article/17,14,205,Safari,Mobile,Deportes,La popularidad global del cricket,4,multimedia,"Germany, Berlin"
U004,293e06e3-9ccf-4069-ba5a-d6c6659ecd6c,2024-05-20 09:25:03,https://crossdevblog.com/article/35,20,496,Edge,Mobile,Deportes,Los 10 mejores momentos del tenis del aÃ±o,4,forms,"USA, New York"
U004,67983ce2-471e-46b9-babf-3f96f6b6fe1f,2024-02-09 03:17:08,https://crossdevblog.com/article/97,11,18,Firefox,Desktop,Salud,Comprendiendo la importancia de la hidrataciÃ³n,3,multimedia,"Australia, Sydney"
U003,d0007a16-0c76-4b79-922b-5160344da72a,2024-03-19 04:18:22,https://crossdevblog.com/article/9,18,371,Chrome,Mobile,Ciencia,El debate Ã©tico en torno a la clonaciÃ³n,0,images,"Australia, Sydney"
U001,5901df1f-4077-49a8-b04d-17dfe994b767,2024-04-04 07:04:37,https://crossdevblog.com/article/4,19,383,Firefox,Tablet,Deportes,Rompiendo rÃ©cords en atletismo,4,multimedia,"USA, New York"
U001,ff0ba539-b47c-44a3-8930-4de6ecd4a43b,2024-08-13 22:20:04,https://crossdevblog.com/article/49,10,204,Safari,Mobile,Entretenimiento,Las estrellas mÃ¡s grandes de Hollywood en 2024,2,multimedia,"Colombia, Bogota"
U002,beffd82d-3c91-446e-adf9-193ad98ce944,2024-02-12 19:29:02,https://crossdevblog.com/article/39,9,166,Safari,Tablet,Entretenimiento,Predicciones de la temporada de premios 2024,2,multimedia,"USA, New York"
U003,8ec4a65f-77dd-4f14-8bab-3c0530e35169,2024-10-26 10:10:06,https://crossdevblog.com/article/95,20,423,Chrome,Mobile,Ciencia,Entendiendo la fÃ­sica cuÃ¡ntica,1,images,"Canada, Toronto"
U005,5d5dda21-83f6-4d75-9c94-a7f121efaaea,2024-11-11 10:46:26,https://crossdevblog.com/article/69,15,268,Firefox,Desktop,Deportes,La evoluciÃ³n de los deportes electrÃ³nicos,0,buttons,"Canada, Toronto"
U003,75874ba4-1065-478c-9e91-2f347ae4455e,2024-05-09 07:06:19,https://crossdevblog.com/article/13,14,237,Firefox,Mobile,Salud,La conexiÃ³n entre la salud mental y fÃ­sica,3,links,"Australia, Sydney"
U005,14ea8cbf-f81f-4d3c-9a9e-475bb4d477e6,2024-12-30 14:29:46,https://crossdevblog.com/article/54,12,243,Firefox,Desktop,Tecnologia,El papel de la Ã©tica en el desarrollo de IA,3,multimedia,"Canada, Toronto"
U004,d6eb0ceb-a170-433d-bba2-afa86926b57e,2024-08-27 06:53:58,https://crossdevblog.com/article/20,18,33,Firefox,Desktop,Ciencia,Fuentes de energÃ­a renovable del futuro,5,buttons,"UK, London"
U003,3aa579b8-b54e-4ff7-942e-24185b1709af,2024-06-01 22:09:59,https://crossdevblog.com/article/85,1,512,Edge,Tablet,Politica,Sanciones internacionales y guerras comerciales,2,multimedia,"Canada, Toronto"
U001,5ff42c7e-7b99-4a1f-a50a-a25f3b210892,2024-12-28 06:55:11,https://crossdevblog.com/article/77,12,166,Safari,Mobile,Entretenimiento,Las 10 mejores pelÃ­culas para ver en 2024,1,multimedia,"UK, London"
U004,ae984bb1-7446-49d2-8b29-dec21043c47c,2024-08-31 20:48:31,https://crossdevblog.com/article/38,1,512,Firefox,Desktop,Entretenimiento,El poder de las comunidades de fanÃ¡ticos,1,multimedia,"USA, New York"
U005,d29e8c7f-68fc-4698-887f-d16138c5a785,2024-01-25 21:54:52,https://crossdevblog.com/article/8,10,582,Chrome,Mobile,Politica,El impacto de las polÃ­ticas comerciales globales,5,links,"USA, New York"
U004,6f00c8cd-8e5a-4e96-aba8-4232cc3646d9,2024-02-09 10:00:53,https://crossdevblog.com/article/98,5,40,Chrome,Tablet,Politica,PolÃ­tica climÃ¡tica en acciÃ³n,0,links,"Canada, Toronto"
U005,2e1b71a5-4736-4bf4-bd1b-224fc65f446e,2024-12-10 02:24:39,https://crossdevblog.com/article/36,6,550,Safari,Mobile,Negocios,El papel de las mujeres en el liderazgo empresarial,0,buttons,"Colombia, Bogota"
U005,14f90378-1d35-42c5-990d-5de125c50bfb,2024-06-04 12:09:55,https://crossdevblog.com/article/13,6,406,Safari,Mobile,Ciencia,Los Ãºltimos avances en la exploraciÃ³n espacial,2,images,"Colombia, Bogota"
U005,e9d1484a-2392-4faa-88b3-d09c771874b9,2024-03-19 14:29:46,https://crossdevblog.com/article/59,19,120,Firefox,Desktop,Ciencia,CÃ³mo la actividad humana afecta a los ecosistemas,4,buttons,"USA, New York"
U004,75af6337-a7e0-4235-9a6c-4ab7a56a3080,2024-01-04 13:15:58,https://crossdevblog.com/article/92,17,418,Safari,Mobile,Deportes,CÃ³mo los deportes impactan la salud mental,2,links,"Germany, Berlin"
U003,e3bb38b2-52a7-40b3-ba5e-af8c1cf0a3f2,2024-08-14 13:49:48,https://crossdevblog.com/article/24,8,191,Chrome,Mobile,Salud,CÃ³mo mantenerse saludable mientras viajas,2,multimedia,"USA, New York"
U005,83e581f5-ec66-47ba-a15b-b1b5015795fe,2024-02-06 02:12:41,https://crossdevblog.com/article/72,5,379,Firefox,Mobile,Ciencia,Fuentes de energÃ­a renovable del futuro,4,links,"UK, London"
U001,91629460-79b5-4392-9469-1fdb34474793,2024-04-14 09:52:51,https://crossdevblog.com/article/93,8,519,Chrome,Tablet,Entretenimiento,CÃ³mo los videojuegos se estÃ¡n convirtiendo en entretenimiento convencional,2,links,"Colombia, Bogota"
U004,8bb4f788-c06c-44b1-8cb0-b989fd4bf3d1,2024-09-28 15:12:01,https://crossdevblog.com/article/53,17,83,Chrome,Desktop,Negocios,Por quÃ© la educaciÃ³n financiera es clave para el Ã©xito,5,videos,"Canada, Toronto"
U001,c79ae19d-5fa8-4da6-a9a6-6ed8e2f0d3dc,2024-04-28 05:10:22,https://crossdevblog.com/article/44,19,222,Chrome,Desktop,Deportes,Juegos OlÃ­mpicos 2024: QuÃ© esperar,4,multimedia,"Australia, Sydney"
U004,94d703f3-93d1-4a6a-bd61-d0ada6311446,2024-04-06 10:50:57,https://crossdevblog.com/article/73,10,204,Edge,Mobile,Ciencia,CÃ³mo la IA estÃ¡ revolucionando la investigaciÃ³n cientÃ­fica,0,videos,"Canada, Toronto"
U002,6f9734e5-dc12-40d7-97a5-7f2c6bbe0f20,2024-12-14 20:30:49,https://crossdevblog.com/article/99,12,29,Firefox,Tablet,Salud,Remedios naturales para dolencias comunes,5,videos,"USA, New York"
U005,a8785555-4d2b-42e1-8e2a-ca91e56e3b6d,2024-02-27 13:13:03,https://crossdevblog.com/article/40,3,448,Firefox,Tablet,Deportes,CÃ³mo los deportes impactan la salud mental,1,links,"Canada, Toronto"
U002,5bf43a80-dd1b-4302-8557-41551970dbd8,2024-02-22 06:44:20,https://crossdevblog.com/article/22,4,216,Safari,Tablet,Entretenimiento,Las estrellas mÃ¡s grandes de Hollywood en 2024,2,links,"USA, New York"
U003,df08d0cc-9211-41ff-be33-bf730519b8ea,2024-09-16 16:29:34,https://crossdevblog.com/article/35,7,426,Chrome,Desktop,Negocios,TransformaciÃ³n digital en industrias tradicionales,3,links,"UK, London"
U004,ae830ecd-f38d-4cec-af83-c7933e9445b9,2024-05-18 05:39:41,https://crossdevblog.com/article/30,17,599,Firefox,Tablet,Entretenimiento,Festivales de mÃºsica para ver este aÃ±o,2,buttons,"USA, New York"
U003,ed2e7450-ccd0-41ef-9028-81f40f15e66b,2024-05-02 08:41:37,https://crossdevblog.com/article/38,12,72,Edge,Desktop,Deportes,Estrellas emergentes en el fÃºtbol,2,links,"Colombia, Bogota"
U004,2804f484-b14a-46b8-9ed2-2b4d55535f88,2024-11-01 00:38:43,https://crossdevblog.com/article/20,5,429,Chrome,Desktop,Deportes,Consejos de entrenamiento para maratones para principiantes,5,links,"UK, London"
U001,fd08200f-3623-426a-8019-5cd06ea11751,2024-06-01 03:08:13,https://crossdevblog.com/article/92,11,283,Safari,Mobile,Salud,Los beneficios de una dieta basada en plantas,0,forms,"Australia, Sydney"
U003,548aaebf-d43e-4209-a798-eafd8b11bf62,2024-03-10 06:02:51,https://crossdevblog.com/article/25,7,556,Edge,Desktop,Salud,CÃ³mo mantenerse saludable mientras viajas,3,images,"Australia, Sydney"
U003,2927acc0-6d14-448b-8c2d-5eab703a42d7,2024-03-10 12:55:41,https://crossdevblog.com/article/63,8,364,Chrome,Tablet,Politica,El papel de las mujeres en la polÃ­tica,3,images,"Colombia, Bogota"
U005,cbfbdcf9-d489-4863-830c-5497f7607de2,2024-12-31 03:04:07,https://crossdevblog.com/article/75,9,34,Safari,Mobile,Negocios,El impacto de la inflaciÃ³n en los mercados globales,2,videos,"UK, London"
U002,43b01883-6041-48d0-b9db-f9853ad5daed,2024-05-06 21:17:21,https://crossdevblog.com/article/56,9,143,Firefox,Mobile,Politica,OpiniÃ³n pÃºblica y formulaciÃ³n de polÃ­ticas,2,images,"Colombia, Bogota"
U005,f992c4f2-e50d-4c5c-8635-5a477e201907,2024-07-16 19:28:59,https://crossdevblog.com/article/21,19,224,Edge,Tablet,Salud,Los Ãºltimos avances en la investigaciÃ³n del cÃ¡ncer,1,links,"Germany, Berlin"
